Column1.1	Column1.2	Column1.3	Column2	Column3	Column4	Column5	Column6
X62176	Desulfotomaculum nigrificans	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfotomaculum	c	type sp.		"
JX861507	Desulfovectis peckii	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfovectis	c	type sp.		"
JX183068	Desulforadius tongensis	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulforadius	c	type sp.		"
U88891	Desulfohalotomaculum halophilum	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfohalotomaculum	c	type sp.		"
AF097024	Desulfofalx alkaliphila	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofalx	c	type sp.		"
CP001720	Desulfofarcimen acetoxidans	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofarcimen	c	type sp.		"
AB778017	Desulfolucianica intricata	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfolucianica	c	type sp.		"
KR014122	Thermanaerosceptrum fracticalcis	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Thermanaerosceptrum	c	type sp.		"
AB992259	Limnochorda pilosa	Bacteria	Bacillota	Limnochordia	Limnochordales	Limnochordaceae	"Limnochorda	c			"
AF338413	Anaeroglobus geminatus	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Anaeroglobus	c	type sp.		"
MG811574	Megasphaera stantonii	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
L37040	Megasphaera cerevisiae	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
JN809775	Megasphaera vaginalis	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
DQ223730	Megasphaera paucivorans	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
DQ223729	Megasphaera sueciensis	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
KX021300	Megasphaera hexanoica	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
HE576794	Megasphaera elsdenii	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c	type sp.		"
HM990965	Megasphaera indica	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
JX424772	Megasphaera massiliensis	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
MT906439	Megasphaera lornae	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
KP192298	Megasphaera hutchinsoni	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
AF473834	Megasphaera micronuciformis	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Megasphaera	c			"
AF548373	Allisonella histaminiformans	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Allisonella	c	type sp.		"
X82500	Dialister pneumosintes	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Dialister	c	type sp.		"
ACIM02000001	Dialister invisus	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Dialister	c			"
AY850119	Dialister propionicifaciens	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Dialister	c			"
LC487980	Dialister hominis	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Dialister	c			"
AB370249	Dialister succinatiphilus	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Dialister	c			"
AFBB01000028	Dialister micraerophilus	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Dialister	c			"
FJ715930	Negativicoccus succinicivorans	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Negativicoccus	c	type sp.		"
EF185167	Veillonella denticariosi	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
AY514996	Veillonella rodentium	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
AMEX01000022	Veillonella atypica	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
CP001820	Veillonella parvula	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c	type sp.		"
EF108443	Veillonella rogosae	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
AB679109	Veillonella tobetsuensis	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
ACIK02000021	Veillonella dispar	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
LC191258	Veillonella infantium	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
AY355140	Veillonella caviae	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
AB639142	Veillonella ratti	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
AY211542	Veillonella seminalis	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
AB639141	Veillonella criceti	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
EU096495	Veillonella magna	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
AF473836	Veillonella montpellierensis	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	"Veillonella	c			"
GQ422716	Selenomonas artemidis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AF287802	Selenomonas infelix	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AF287801	Selenomonas dianae	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AF287803	Selenomonas flueggei	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AF287799	Selenomonas noxia	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AJ010963	Centipeda periodontii	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Centipeda	c	type sp.		"
AB643463	Selenomonas sputigena	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c	type sp.		"
AB034191	Anaerovibrio lipolyticus	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Anaerovibrio	c	type sp.		"
MN537540	Anaerovibrio slackiae	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Anaerovibrio	c			"
Y09434	Schwartzia succinivorans	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Schwartzia	c	type sp.		"
EF139191	Selenomonas bovis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AF001901	Selenomonas lipolytica	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
MN537516	Selenomonas montiformis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AF479674	Mitsuokella jalaludinii	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Mitsuokella	c			"
ABWK02000010	Mitsuokella multacida	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Mitsuokella	c	type sp.		"
M62702	Selenomonas ruminantium subsp. ruminantium	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AB003379	Selenomonas ruminantium subsp. lactilytica	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
AF373024	Selenomonas lacticifex	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Selenomonas	c			"
FR870446	Pectinatus cerevisiiphilus	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Pectinatus	c	type sp.		"
DQ223731	Pectinatus haikarae	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Pectinatus	c			"
HF558384	Pectinatus frisingensis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Pectinatus	c			"
AY428574	Pectinatus portalensis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Pectinatus	c			"
JF280084	Pectinatus sottacetonis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Pectinatus	c			"
HM212531	Pectinatus brassicae	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Pectinatus	c			"
ADMB01000074	Megamonas funiformis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Megamonas	c			"
EU346729	Megamonas rupellensis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Megamonas	c			"
AJ420107	Megamonas hypermegale	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Megamonas	c	type sp.		"
HE582762	Propionispira paucivorans	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Propionispira	c			"
DQ217599	Propionispira raffinosivorans	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Propionispira	c			"
Y18190	Propionispira arboris	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Propionispira	c	type sp.		"
AB298743	Propionispira arcuata	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	"Propionispira	c			"
AJ010960	Anaerosinus glycerini	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Anaerosinus	c	type sp.		"
AY372050	Anaerospora hongkongensis	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	"Anaerospora	c	type sp.		"
AJ010962	Dendrosporobacter quercicolus	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Dendrosporobacter	c	type sp.		"
AJ508927	Propionispora hippei	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Propionispora	c			"
AJ279802	Propionispora vibrioides	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Propionispora	c	type sp.		"
FJ169187	Sporolituus thermophilus	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporolituus	c	type sp.		"
FR749975	Thermosinus carboxydivorans	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Thermosinus	c	type sp.		"
HG317005	Lucifera butyrica	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Lucifera	c	type sp.		"
AJ506191	Sporomusa aerivorans	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c			"
AM158322	Sporomusa rhizae	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c			"
AJ279800	Sporomusa ovata	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c			"
Y09976	Sporomusa silvacetica	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c			"
FR749939	Sporomusa paucivorans	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c			"
AJ279801	Sporomusa sphaeroides	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c	type sp.		"
AJ279799	Sporomusa malonica	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c			"
M61920	Sporomusa termitida	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c			"
HE966436	Sporomusa acidovorans	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Sporomusa	c			"
LC203074	Methylomusa anaerophila	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Methylomusa	c	type sp.		"
JF750003	Pelosinus defluvii	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Pelosinus	c			"
AM258975	Pelosinus propionicus	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Pelosinus	c	type sp.		"
LK391729	Pelosinus fermentans	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Pelosinus	c			"
AFGF01000106	Acetonema longum	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Acetonema	c	type sp.		"
KX268498	Anaerosporomusa subterranea	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Anaerosporomusa	c	type sp.		"
AF071415	Anaeromusa acidaminophila	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Anaeromusa	c	type sp.		"
AJ010961	Anaeroarcus burkinensis	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	"Anaeroarcus	c	type sp.		"
X72865	Phascolarctobacterium faecium	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	"Phascolarctobacterium	c	type sp.		"
AB490811	Phascolarctobacterium succinatutens	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	"Phascolarctobacterium	c			"
LC389065	Phascolarctobacterium wakonense	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	"Phascolarctobacterium	c			"
X81137	Succiniclasticum ruminis	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	"Succiniclasticum	c	type sp.		"
CP001859	Acidaminococcus fermentans	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	"Acidaminococcus	c	type sp.		"
AF473835	Acidaminococcus intestini	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	"Acidaminococcus	c			"
AQZZ01000002	Succinispira mobilis	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	"Succinispira	c	type sp.		"
AB669474	Hydrogenispora ethanolica	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	"Hydrogenispora	c	type sp.		"
MN602556	Capillibacterium thermochitinicola	Bacteria	Bacillota	Bacillota_incertae_sedis	Bacillota_incertae_sedis	"Capillibacterium	c	type sp.		"	
HE582756	Desulfofundulus luciae	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c			"
Y11569	Desulfofundulus kuznetsovii	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c	type sp.		"
M96665	Desulfofundulus australicus	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c			"
U33455	Desulfofundulus thermocisternus	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c			"
AY084078	Desulfofundulus solfataricus	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c			"
DQ208688	Desulfofundulus thermosubterraneus	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c			"
AJ294430	Desulfofundulus thermobenzoicus	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c			"
Y11573	Desulfofundulus thermoacetoxidans	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c			"
AY007190	Desulfofundulus thermobenzoicus subsp. thermosyntrophicus	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Desulfofundulus	c			"
AY603000	Thermincola carboxydiphila	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Thermincola	c	type sp.		"
AY631277	Thermincola ferriacetica	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	"Thermincola	c			"
AY673988	Carboxydocella sporoproducens	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_incertae_sedis	"Carboxydocella	c			"
AY061974	Carboxydocella thermautotrophica	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_incertae_sedis	"Carboxydocella	c	type sp.		"
GU584133	Carboxydocella manganica	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_incertae_sedis	"Carboxydocella	c			"
DQ095862	Thermolithobacter carboxydivorans	Bacteria	Bacillota	Thermolithobacteria	Thermolithobacterales	Thermolithobacteraceae	"Thermolithobacter	c			"
AF282253	Thermolithobacter ferrireducens	Bacteria	Bacillota	Thermolithobacteria	Thermolithobacterales	Thermolithobacteraceae	"Thermolithobacter	c	type sp.		"
AB983339	Novipirellula caenicola	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Novipirellula	c			"
JF748734	Novipirellula rosea	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rhodopirellula	c	type sp.		"
MK554549	Novipirellula galeiformis	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Novipirellula	c			"
MK554551	Novipirellula artificiosorum	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Novipirellula	c			"
MK554555	Novipirellula aureliae	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Novipirellula	c			"
MK554581	Rubripirellula amarantea	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rubripirellula	c			"
DQ986201	Rubripirellula obstinata	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rubripirellula	c	type sp.		"
MK554553	Rubripirellula reticaptiva	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rubripirellula	c			"
MK554552	Rubripirellula tenax	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rubripirellula	c			"
MK554550	Rhodopirellula heiligendammensis	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rhodopirellula	c			"
MK554540	Rhodopirellula solitaria	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rhodopirellula	c			"
EF589351	Rhodopirellula lusitana	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rhodopirellula	c			"
MK554546	Rhodopirellula pilleata	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rhodopirellula	c			"
BX294149	Rhodopirellula baltica	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rhodopirellula	c	type sp.		"
HQ845500	Rhodopirellula rubra	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rhodopirellula	c			"
MK559980	Crateriforma conspicua	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Crateriforma 	c	type sp.		"
MK554562	Stieleria maiorica	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Stieleria	c	type sp.		"
MK559971	Stieleria neptunia	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Stieleria	c			"
MK554582	Stieleria varia	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Stieleria	c			"
HQ845508	Roseimaritima ulvae	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Roseimaritima	c	type sp.		"
LR133893	Roseimaritima sediminicola	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Roseimaritima	c			"
MK559969	Rosistilla oblonga	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rosistilla	c	type sp.		"
MK559990	Rosistilla carotiformis	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Rosistilla	c			"
MK554518	Bremerella volcania	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Bremerella	c			"
HQ845465	Bremerella alba	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Bremerella	c			"
JF748733	Bremerella cremea	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Bremerella	c	type sp.		"
HE861893	Blastopirellula marina	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Blastopirellula	c			"
MK554541	Blastopirellula retiformator	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Blastopirellula	c			"
HQ845450	Mariniblastus fucicola	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Mariniblastus	c	type sp.		"
MK559992	Aureliella helgolandensis	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Aureliella	c	type sp.		"
CP001848	Pirellula staleyi	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Pirellula	c	type sp.		"
MK559988	Lignipirellula cremea	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	"Lignipirellula	c	type sp.		"
MK554580	Posidoniimonas polymericola	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Posidoniimonas	c			"
MK554542	Posidoniimonas corsicana	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Posidoniimonas	c	type sp.		"
MK559982	Aeoliella mucimassa	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Aeoliella	c	type sp.		"
MK554534	Botrimarina mediterranea	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Botrimarina	c	type sp.		"
MK554547	Botrimarina colliarenosi	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Botrimarina	c			"
AP021861	Lacipirellula parvula	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Lacipirellula	c	type sp.		"
MK554526	Lacipirellula limnantheis	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Lacipirellula	c			"
MK559987	Pirellulimonas nuda	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Pirellulimonas	c	type sp.		"
MK554544	Pseudobythopirellula maris	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	"Pseudobythopirellula	c	type sp.		"
KC867695	Thermogutta hypogea	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	"Thermogutta	c			"
KC867694	Thermogutta terrifontis	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	"Thermogutta	c	type sp.		"
KR872395	Thermostilla marina	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	"Thermostilla	c	type sp.		"
ABCE01000003	Gimesia maris	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Gimesia	c	type sp.		"
MK554515	Gimesia algae	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Gimesia	c			"
MK554516	Gimesia alba	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Gimesia	c			"
MK554519	Gimesia aquarii	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Gimesia	c			"
MK554524	Gimesia fumaroli	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Gimesia	c			"
LR132072	Gimesia chilikensis	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Gimesia	c			"
MN434988	Gimesia benthica	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Gimesia	c			"
MK554508	Gimesia panareensis	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Gimesia	c			"
CP017641	Fuerstiella marisgermanici	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Fuerstia	c			"
MK554513	Symmachiella dynata	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Symmachiella	c	type sp.		"
MK554522	Symmachiella macrocystis	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Symmachiella	c			"
MK554533	Polystyrenella longa	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Polystyrenella	c	type sp.		"
MK625061	Thalassoglobus polymorphus	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Thalassoglobus	c			"
MK554543	Thalassoglobus neptunius	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Thalassoglobus	c			"
KP161655	Planctomicrobium piriforme	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Planctomicrobium	c	type sp.		"
MK559979	Maioricimonas rarisocia	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Maioricimonas	c	type sp.		"
CP002546	Rubinisphaera brasiliensis	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Rubinisphaera	c	type sp.		"
MK554545	Rubinisphaera italica	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Rubinisphaera	c			"
MK554521	Alienimonas californiensis	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Alienimonas	c	type sp.		"
MN757873	Alienimonas chondri	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Alienimonas	c			"
MK554537	Calycomorphotria hydatis	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Calycomorphotria	c	type sp.		"
MK554532	Caulifigura coniformis	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Caulifigura 	c			"
MK660006	Planctopirus hydrillae	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Planctopirus	c			"
CP001744	Planctopirus limnophila	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Planctopirus	c	type sp.		"
AM162407	Schlesneria paludicola	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	"Schlesneria	c	type sp.		"
X56305	Gemmata obscuriglobus	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	"Gemmata	c	type sp.		"
LR593888	Ramlibacter aquaticus	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	"Ramlibacter	c			"
CP053452	Frigoriglobus tundricola	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	"Frigoriglobus	c	type sp.		"
MK559972	Urbifossiella limnaea	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	"Urbifossiella	c			"
JACEFB010000001	Thermogemmata fonticola	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmatales_incertae_sedis	"Thermogemmata	c	type sp.		"
KX369544	Fimbriiglobus ruber	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	"Fimbriiglobus	c	type sp.		"
MN209796	Limnoglobus roseus	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	"Limnoglobus	c			"
JN880417	Telmatocola sphagniphila	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	"Telmatocola	c	type sp.		"
