	accession_number	organism_name	path
3843	GU206550	Plasticicumulans acidivorans	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_incertae_sedis;Gammaproteobacteria_incertae_sedis;Plasticicumulans
3844	JN565849	Plasticicumulans lactativorans	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_incertae_sedis;Gammaproteobacteria_incertae_sedis;Plasticicumulans
3845	AJ581837	Methylohalobius crimeensis	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylohalobius
3846	AB301718	Methylomarinovum caldicuralii	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomarinovum
3847	DQ469582	Thiohalorhabdus denitrificans	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria_incertae_sedis;Gammaproteobacteria_incertae_sedis;Thiohalorhabdus
3848	EF493243	Mariprofundus ferrooxydans	Bacteria;Pseudomonadota;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus
3849	KX790330	Amylibacter cionae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter
3850	KY777997	Neptunicoccus sediminis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Neptunicoccus
3851	MF113253	Amylibacter lutimaris	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter
3852	KY463497	Amylibacter kogurei	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter
3853	KR492890	Amylibacter ulvae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter
3854	AB917595	Amylibacter marinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter
3855	MH883801	Profundibacter amoris	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Profundibacter
3856	KP197665	Halocynthiibacter arcticus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter
3857	KM882610	Pseudohalocynthiibacter aestuariivivens	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudohalocynthiibacter
3858	KC416645	Halocynthiibacter namhaensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter
3859	LC200412	Planktotalea lamellibrachiae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea
3860	KJ160495	Planktotalea arctica	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea
3861	FJ882052	Planktotalea frisia	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea
3862	GQ243422	Pacificibacter marinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pacificibacter
3863	AB558927	Pacificibacter maritimus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pacificibacter
3864	KC195795	Pacificibacter aestuarii	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pacificibacter
3865	MK095627	Aliiroseovarius marinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius
3866	HQ852039	Aliiroseovarius halocynthiae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius
3867	KP662554	Aliiroseovarius pelagivivens	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius
3868	AF114484	Aliiroseovarius crassostreae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius
3869	JQ739459	Aliiroseovarius sediminilitoris	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius
3870	KP261821	Aliiroseovarius zhejiangensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius
3871	KJ729031	Litoreibacter ponti	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter
3872	LC573509	Litoreibacter roseus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter
3873	AB518880	Litoreibacter janthinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter
3874	AB518881	Litoreibacter albidus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter
3875	KJ410763	Litoreibacter ascidiaceicola	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter
3876	JX644172	Litoreibacter halocynthiae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter
3877	AONI01000015	Litoreibacter arenae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter
3878	JN021667	Litoreibacter meonggei	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter
3879	MG641160	Aestuariibius insulae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aestuariibius
3880	KP998176	Octadecabacter ascidiaceicola	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter
3881	KF836544	Octadecabacter temperatus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter
3882	U73725	Octadecabacter arcticus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter
3883	CP003740	Octadecabacter antarcticus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter
3884	KX073749	Octadecabacter ponticola	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter
3885	MG775050	Thalassorhabdomicrobium marinisediminis	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Robiginitomaculaceae;Thalassorhabdomicrobium
3886	KJ855314	Loktanella ponticola	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
3887	KF515220	Pseudooctadecabacter jejudonensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooctadecabacter
3888	GQ369962	Planktomarina temperata	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktomarina
3889	MN880433	Thalassobius mangrovi	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius
3890	CYSA01000015	Thalassobius gelatinovorus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius
3891	CYSB01000000	Thalassobius autumnalis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius
3892	AJ878874	Thalassobius mediterraneus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius
3893	AY442178	Shimia aestuarii	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3894	KJ729030	Shimia aquaeponti	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3895	LC057677	Thalassobius abyssi	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius
3896	MH086000	Shimia sediminis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3897	KC169813	Shimia biformata	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3898	LC008540	Shimia sagamensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3899	KP410684	Thalassobius litorarius	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius
3900	MF276634	Pelagicola marinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagicola
3901	MN790778	Zongyanglinia huanghaiensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Zongyanglinia
3902	MK084778	Parasedimentitalea marina	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Parasedimentitalea
3903	FJ232451	Sedimentitalea nanhaiensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sedimentitalea
3904	KP172215	Sedimentitalea todarodis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sedimentitalea
3905	AM900415	Leisingera aquimarina	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera
3906	AY005463	Leisingera methylohalidivorans	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera
3907	DQ514304	Pseudophaeobacter arcticus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter
3908	HE661585	Pseudophaeobacter leonis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter
3909	KX163077	Phaeobacter porticola	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter
3910	AJ536669	Phaeobacter piscinae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter
3911	Y13244	Phaeobacter gallaeciensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter
3912	AY177712	Phaeobacter inhibens	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter
3913	MK156393	Shimia thalassica	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3914	LPUY01000000	Tritonibacter horizontis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tritonibacter
3915	CYSR01000039	Leisingera aquaemixtae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera
3916	DQ981486	Leisingera daeponensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera
3917	AM943630	Leisingera caerulea	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera
3918	AM904562	Phaeobacter italicus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter
3919	JX844452	Pseudooceanicola antarcticus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola
3920	DQ822569	Pseudooceanicola marinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola
3921	KM268063	Pseudooceanicola algae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola
3922	MT576554	Pseudopuniceibacterium antarcticum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudopuniceibacterium
3923	KY777998	Pseudopuniceibacterium sediminis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudopuniceibacterium
3924	JX070673	Puniceibacterium antarcticum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Puniceibacterium
3925	KY614065	Puniceibacterium confluentis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Puniceibacterium
3926	KP136797	Puniceibacterium sediminis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Puniceibacterium
3927	EU221274	Seohaeicola saemankumensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Seohaeicola
3928	MK120109	Antarcticimicrobium sediminis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Antarcticimicrobium
3929	MK246204	Antarcticimicrobium luteum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Antarcticimicrobium
3930	D88527	Ruegeria meteori	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3931	AB255399	Ruegeria atlantica	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3932	MH023307	Ruegeria denitrificans	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3933	JQ807219	Ruegeria arenilitoris	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3934	HQ852038	Ruegeria halocynthiae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3935	HQ171439	Ruegeria conchae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3936	KP726355	Ruegeria profundi	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3937	KF740534	Ruegeria meonggei	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3938	ACNX01000027	Ruegeria lacuscaerulensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3939	FR832879	Ruegeria intermedia	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3940	KP726356	Ruegeria marisrubri	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3941	MH899383	Ruegeria sediminis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3942	AF098491	Ruegeria pomeroyi	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3943	FJ872535	Ruegeria marina	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3944	KY038376	Albibacillus kandeliae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albibacillus
3945	HE860713	Ruegeria litorea	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3946	HE860710	Ruegeria mediterranea	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria
3947	JN935021	Tritonibacter ulvae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tritonibacter
3948	KT223370	Marinibacterium profundimaris	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinibacterium
3949	FR727679	Tritonibacter multivorans	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tritonibacter
3950	CYSE01000022	Tropicibacter naphthalenivorans	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicibacter
3951	AB636139	Pelagimonas phthalicica	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagimonas
3952	KC196071	Shimia haliotis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3953	FJ976449	Shimia isoporae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3954	CYPW01000031	Shimia marina	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia
3955	AB246747	Loktanella atrilutea	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
3956	AJ440997	Loktanella salsilacus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
3957	AJ582225	Loktanella fryxellensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
3958	AJ582226	Yoonia vestfoldensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia
3959	KU522242	Flavimaricola marinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Flavimaricola
3960	AY682198	Loktanella agnita	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
3961	JN885197	Yoonia litorea	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia
3962	AY682199	Yoonia rosea	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia
3963	KC311338	Yoonia sediminilitoris	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia
3964	EF202613	Yoonia maricola	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia
3965	KY817315	Loktanella acticola	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
3966	AB894236	Yoonia maritima	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia
3967	DQ533556	Yoonia tamlensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia
3968	DQ344498	Cognatiyoonia koreensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cognatiyoonia
3969	AB576005	Poseidonocella pacifica	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Poseidonocella
3970	AB576006	Poseidonocella sedimentorum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Poseidonocella
3971	FJ436732	Lentibacter algarum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter
3972	AJ748748	Nereida ignava	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida
3973	LC464517	Sulfitobacter salinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter
3974	AB193438	Tateyamaria omphalii	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria
3975	LC464518	Tateyamaria armeniaca	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria
3976	AJ968651	Tateyamaria pelophila	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria
3977	KJ620985	Loktanella sediminum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella
3978	JN885198	Marivita geojedonensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita
3979	JF260872	Marivita hallyeonensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita
3980	FJ467624	Marivita byunsanensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita
3981	EU512919	Marivita cryptomonadis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita
3982	EU512918	Marivita litorea	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita
3983	KC762320	Marivita lacus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita
3984	MH472612	Chachezhania antarctica	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Chachezhania
3985	MK123465	Chachezhania sediminis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Chachezhania
3986	CYTO01000000	Cognatishimia activa	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cognatishimia
3987	HM748766	Cognatishimia maritima	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cognatishimia
3988	MG051263	Litorivita pollutaquae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litorivita
3989	KT852989	Celeribacter ethanolicus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3990	FJ436725	Celeribacter halophilus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3991	EU440950	Celeribacter indicus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3992	KR349442	Celeribacter persicus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3993	KP272156	Celeribacter naphthalenivorans	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3994	FJ535354	Celeribacter neptunius	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3995	HM997022	Celeribacter baekdonensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3996	KF146343	Celeribacter marinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3997	AB564595	Celeribacter arenosi	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter
3998	KY062762	Salibaculum halophilum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Salibaculum
3999	KY062763	Salibaculum griseiflavum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Salibaculum
4000	AB627076	Thalassobius litoralis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius
4001	DQ659449	Lutimaribacter pacificus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lutimaribacter
4002	EU336981	Lutimaribacter saemankumensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lutimaribacter
4003	KT944033	Lutimaribacter marinistellae	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lutimaribacter
4004	KF356415	Pacificitalea manganoxidans	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pacificitalea
4005	KC762318	Lacimonas salitolerans	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lacimonas
4006	KF582605	Cribrihabitans neustonicus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cribrihabitans
4007	LC101916	Cribrihabitans pelagius	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cribrihabitans
4008	JX306766	Cribrihabitans marinus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cribrihabitans
4009	KJ794108	Aquimixticola soesokkakensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aquimixticola
4010	MW133780	Donghicola mangrovi	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola
4011	KP901250	Donghicola tyrosinivorans	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola
4012	DQ667965	Donghicola eburneus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola
4013	KF312716	Seohaeicola nanhaiensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Seohaeicola
4014	KP063901	Seohaeicola zhoushanensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Seohaeicola
4015	DQ120728	Pseudodonghicola xiamenensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudodonghicola
4016	KC169815	Youngimonas vesicularis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Youngimonas
4017	KY012060	Mangrovicoccus ximenensis	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Mangrovicoccus
