	accession_number	organism_name	path
10854	KJ659849	Nocardia colli	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10855	DQ235687	Nocardia ninae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10856	KY285257	Nocardia cavernae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10857	AY964666	Nocardia jejuensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10858	AF459443	Nocardia caishijiensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10859	HQ157183	Nocardia goodfellowii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10860	JN989289	Nocardia sungurluensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10861	MH091575	Nocardia aurea	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10862	AJ556157	Nocardia tenerifensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10863	EU006090	Nocardia altamirensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10864	DQ925490	Nocardia iowensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10865	JN705252	Nocardia vulneris	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10866	AF430038	Nocardia brasiliensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10867	DQ282122	Nocardia harenae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10868	EU099357	Nocardia wallacei	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10869	EU099360	Nocardia blacklockiae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10870	AF430047	Nocardia transvalensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10871	KP972626	Nocardia jiangsuensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10872	Z36936	Nocardia farcinica	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10873	DQ157924	Nocardia kroppenstedtii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10874	AB108778	Nocardia higoensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10875	AB108775	Nocardia shimofusensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10876	AJ508748	Nocardia puris	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10877	BAFS01000062	Nocardia asiatica	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10878	MT472102	Nocardia barduliensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10879	AY441974	Nocardia kruczakiae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10880	AF430055	Nocardia veterana	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10881	AB126876	Nocardia aobensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10882	KF924767	Nocardia casuarinae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10883	LC103184	Nocardia shinanonensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10884	EU484388	Nocardia mikamii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10885	AF060790	Nocardia cerradoensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10886	AF430054	Nocardia africana	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10887	AJ854057	Nocardia elegans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10888	JX484797	Nocardia aciditolerans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10889	AF430045	Nocardia vaccinii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10890	AB126873	Nocardia vermiculata	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10891	LC495742	Nocardia aurantiaca	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10892	AB108779	Nocardia araoensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10893	AB973878	Nocardia xestospongiae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10894	AF154129	Nocardia beijingensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10895	AB184754	Streptomyces gardneri	Bacteria;Actinomycetota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces
10896	AB108781	Nocardia arthritidis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10897	AB275164	Nocardia amamiensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10898	BAGF01000021	Nocardia pneumoniae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10899	JX076851	Nocardia bhagyanarayanae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10900	FJ765056	Nocardia niwae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10901	GU985442	Nocardia amikacinitolerans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10902	AF490539	Rhodococcus equi	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10903	KJ939314	Rhodococcus soli	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10904	LN867321	Rhodococcus antrifimi	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10905	MK605286	Rhodococcus spelaei	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10906	SKCH01000000	Rhodococcus subtropicus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10907	DQ997045	Aldersonia kunmingensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Aldersonia
10908	KC788572	Rhodococcus defluvii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10909	AB243007	Smaragdicoccus niigatensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Smaragdicoccus
10910	EU244645	Gordonia cholesterolivorans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10911	AJ416151	Gordonia sihwensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10912	FJ938167	Gordonia neofelifaecis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10913	DQ420167	Gordonia shandongensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10914	MK367574	Gordonia zhaorongruii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10915	X87340	Gordonia hydrophobica	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10916	JN641798	Gordonia phthalatica	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10917	FN561544	Gordonia humi	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10918	JN008111	Gordonia alkaliphila	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10919	HE574551	Gordonia phosphorivorans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10920	JF806526	Gordonia caeni	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10921	AB624257	Gordonia iterans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10922	ATVK01000035	Gordonia hirsuta	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10923	AM406674	Gordonia malaquae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10924	LC488829	Gordonia spumicola	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10925	X80635	Gordonia amarae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10926	BACI01000096	Gordonia alkanivorans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10927	AJ312907	Gordonia westfalica	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10928	AF380930	Gordonia namibiensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10929	AY995557	Gordonia rubripertincta	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10930	AF101418	Gordonia amicalis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10931	AF101416	Gordonia desulfuricans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10932	BAOQ01000072	Gordonia paraffinivorans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10933	LC072670	Gordonia hongkongensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10934	LC072673	Gordonia lacunae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10935	X79286	Gordonia terrae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10936	JN615417	Gordonia didemni	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10937	MN588277	Gordonia jinghuaiqii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10938	MG385705	Gordonia insulae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10939	AM883151	Jongsikchunia kroppenstedtii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Jongsikchunia
10940	AF380834	Gordonia sinesedis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10941	AY650265	Gordonia defluvii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10942	AB162800	Gordonia araii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10943	LC488830	Gordonia crocea	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10944	AB162799	Gordonia effusa	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10945	MT311164	Gordonia asplenii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10946	X80633	Gordonia aichiensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10947	X80634	Gordonia sputi	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10948	BAFB01000010	Gordonia otitidis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10949	KJ700483	Gordonia jinhuaensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10950	MH013353	Gordonia sediminis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10951	AB004729	Gordonia rhizosphera	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10952	X79287	Gordonia bronchialis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10953	MN653213	Gordonia mangrovi	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10954	BAEI01000017	Gordonia polyisoprenivorans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10955	LC432337	Gordonia oryzae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10956	AY995560	Gordonia soli	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10957	FJ572038	Gordonia hankookensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Gordonia
10958	DQ157929	Williamsia faeni	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10959	HQ157192	Williamsia limnetica	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10960	AY894336	Williamsia marianensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10961	Y17384	Williamsia muralis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10962	AB010909	Williamsia maris	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10963	FR691321	Williamsia phyllosphaerae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10964	AM283464	Williamsia serinedens	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10965	JN615438	Williamsia aurantiaca	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10966	JN615440	Williamsia spongiae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10967	AJ920290	Williamsia deligens	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10968	KP676047	Williamsia herbipolensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10969	KC550143	Williamsia sterculiae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Gordoniaceae;Williamsia
10970	AB269261	Rhodococcus kyotonensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10971	AY602219	Rhodococcus yunnanensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10972	EU325542	Rhodococcus cercidiphylli	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10973	X79186	Rhodococcus fascians	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10974	FR714842	Rhodococcus cerastii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10975	KU189221	Rhodococcus sovatensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10976	AF416566	Rhodococcus maanshanensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10977	MK241968	Rhodococcus oryzae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10978	AB067734	Rhodococcus tukisamuensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10979	JQ828847	Rhodococcus jostii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10980	FR733721	Nocardia coeliaca	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10982	DQ090961	Rhodococcus qingshengii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10983	AB071951	Rhodococcus baikonurensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10984	JQ776649	Rhodococcus erythropolis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10985	FR749915	Nocardia globerula	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
10986	X80619	Rhodococcus globerulus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10987	X80617	Rhodococcus marinonascens	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10989	AY525785	Rhodococcus imtechensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10990	AF124342	Rhodococcus koreensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10991	X80630	Rhodococcus opacus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10992	Z37138	Tsukamurella wratislaviensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella
10993	JN582175	Rhodococcus nanhaiensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10994	MF405107	Rhodococcus olei	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10995	MG200155	Rhodococcus xishaensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10996	MG200156	Rhodococcus spongiicola	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10997	KX887333	Rhodococcus gannanensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10998	JN164649	Rhodococcus canchipurensis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
10999	KT301938	Rhodococcus pedocola	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11000	KT301939	Rhodococcus humicola	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11001	X80621	Rhodococcus rhodnii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11002	AJ854055	Rhodococcus triatomae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11003	AF430066	Nocardia corynebacterioides	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia
11004	AY726605	Rhodococcus kroppenstedtii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11005	FR714843	Rhodococcus trifolii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11006	MK605288	Antrihabitans stalactiti	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Antrihabitans
11007	AY534742	Millisia brevis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Millisia
11008	AJ416152	Skermania piniformis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Skermania
11009	KJ546454	Rhodococcus biphenylivorans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11010	KP342300	Rhodococcus lactis	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11011	AY233201	Rhodococcus gordoniae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11012	AF173005	Rhodococcus pyridinivorans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11013	GU367155	Rhodococcus artemisiae	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11014	X79288	Rhodococcus rhodochrous	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11015	X80626	Rhodococcus coprophilus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11016	LT630357	Rhodococcus electrodiphilus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11017	X80625	Rhodococcus ruber	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11018	AF447391	Rhodococcus aetherivorans	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11019	AM933579	Rhodococcus phenolicus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11020	AF191343	Rhodococcus zopfii	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11021	KM044053	Rhodococcus aerolatus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus
11022	AY608918	Segniliparus rotundus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Segniliparaceae;Segniliparus
11023	AY608920	Segniliparus rugosus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Segniliparaceae;Segniliparus
11024	KF779477	Amycolatopsis rhabdoformis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11025	MH598363	Amycolatopsis eburnea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11026	AY129753	Amycolatopsis australiensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11027	GQ381310	Amycolatopsis samaneae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11028	LC011703	Amycolatopsis stemonae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11029	AJ293754	Amycolatopsis mediterranei	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11030	LT621741	Amycolatopsis vastitatis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11031	AJ508239	Amycolatopsis balhimycina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11032	AY183357	Amycolatopsis kentuckyensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11033	AY083603	Amycolatopsis rifamycinica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11034	AY183358	Amycolatopsis lexingtonensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11035	AY183356	Amycolatopsis pretoriensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11036	AY262825	Amycolatopsis plumensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11037	AJ293757	Amycolatopsis tolypomycina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11038	HQ651730	Amycolatopsis bullii	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11039	AJ508240	Amycolatopsis vancoresmycina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11040	KR818707	Amycolatopsis silviterrae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11041	HQ021204	Amycolatopsis equina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11042	HQ021203	Amycolatopsis hippodromi	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11043	HQ021202	Amycolatopsis circi	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11044	ARPK01000001	Amycolatopsis benzoatilytica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11045	DQ000196	Amycolatopsis halotolerans	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11046	AB248535	Amycolatopsis echigonensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11047	AB248537	Amycolatopsis niigatensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11048	AB327251	Amycolatopsis albidiflava	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11049	AF222022	Amycolatopsis rubida	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11050	MH266043	Amycolatopsis panacis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11051	AJ293756	Amycolatopsis sulphurea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11052	FM177516	Amycolatopsis ultiminotia	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11053	DQ000200	Amycolatopsis jejuensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11054	KP232907	Amycolatopsis nivea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11055	LC575120	Amycolatopsis dendrobii	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11056	DQ792500	Amycolatopsis saalfeldensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11057	KX084451	Amycolatopsis antarctica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11058	KU646989	Amycolatopsis jiguanensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11059	AJ293753	Amycolatopsis coloradensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11060	AF051340	Amycolatopsis alba	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
